model,metric_score,feature_index
AdaBoostRegressor,-0.0767450047454392,0
KNeighborsRegressor,-0.0789322617006152,0
LinearRegression,-0.0911869981242812,0
MLPRegressor,-0.0923487523201693,0
SVR,-0.0882655145976646,0
AdaBoostRegressor,-0.0875900591843548,1
KNeighborsRegressor,-0.0834080177159532,1
LinearRegression,-0.0924422823355805,1
MLPRegressor,-0.0937755806322096,1
SVR,-0.0947924261513487,1
AdaBoostRegressor,-0.057142709273946,2
KNeighborsRegressor,-0.069345069866999,2
LinearRegression,-0.0924422823355805,2
MLPRegressor,-0.0932549028098735,2
SVR,-0.0739599884860442,2
AdaBoostRegressor,-0.0786434275470188,3
KNeighborsRegressor,-0.0947788034193367,3
LinearRegression,-0.091770337569642,3
MLPRegressor,-0.0913154226390382,3
SVR,-0.0821324175534009,3
AdaBoostRegressor,-0.0866610596860461,4
KNeighborsRegressor,-0.0953352626047183,4
LinearRegression,-0.0924422823355805,4
MLPRegressor,-0.0935826375399783,4
SVR,-0.0961598905862818,4
AdaBoostRegressor,-0.0861378086833527,5
KNeighborsRegressor,-0.1029564230344083,5
LinearRegression,-0.0924422823355805,5
MLPRegressor,-0.0934205725179613,5
SVR,-0.0964687348009873,5
AdaBoostRegressor,-0.0889088803284758,6
KNeighborsRegressor,-0.1026179613563055,6
LinearRegression,-0.0924422823355805,6
MLPRegressor,-0.0935139221519796,6
SVR,-0.0972856955985328,6
AdaBoostRegressor,-0.0915095803569724,7
KNeighborsRegressor,-0.1180715050786798,7
LinearRegression,-0.0924422823355805,7
MLPRegressor,-0.0941861123137489,7
SVR,-0.097210604472113,7
AdaBoostRegressor,-0.0703927137467416,8
KNeighborsRegressor,-0.0779434274895417,8
LinearRegression,-0.079941582891404,8
MLPRegressor,-0.0908670765377752,8
SVR,-0.077620433886372,8
AdaBoostRegressor,-0.0566027723059413,9
KNeighborsRegressor,-0.0628853418259711,9
LinearRegression,-0.0556238497428432,9
MLPRegressor,-0.07829811183643,9
SVR,-0.055830215448255,9
AdaBoostRegressor,-0.0775554128760091,10
KNeighborsRegressor,-0.0847802197005729,10
LinearRegression,-0.0811079954981604,10
MLPRegressor,-0.0862686063785843,10
SVR,-0.0768533278238726,10
AdaBoostRegressor,-0.0640476394439929,11
KNeighborsRegressor,-0.0801743348457933,11
LinearRegression,-0.0772596224535226,11
MLPRegressor,-0.082288407417239,11
SVR,-0.0762561921967555,11
AdaBoostRegressor,-0.0611364049108649,12
KNeighborsRegressor,-0.0646069431360508,12
LinearRegression,-0.0664930866220625,12
MLPRegressor,-0.064466564877284,12
SVR,-0.0589860237989672,12
AdaBoostRegressor,-0.0567997942409022,13
KNeighborsRegressor,-0.0606916777033171,13
LinearRegression,-0.063905494241624,13
MLPRegressor,-0.073874378971042,13
SVR,-0.0646889551872289,13
AdaBoostRegressor,-0.0700002198040061,14
KNeighborsRegressor,-0.0726065269774896,14
LinearRegression,-0.0660305821216949,14
MLPRegressor,-0.0969714625636037,14
SVR,-0.0653506013806515,14
AdaBoostRegressor,-0.0776418392783011,15
KNeighborsRegressor,-0.089333410838549,15
LinearRegression,-0.0804695033228165,15
MLPRegressor,-0.0941392724742054,15
SVR,-0.0798994150873124,15
AdaBoostRegressor,-0.0675517463901512,16
KNeighborsRegressor,-0.0670193959355317,16
LinearRegression,-0.0634615622913478,16
MLPRegressor,-0.0968613715657341,16
SVR,-0.0613338916826333,16
AdaBoostRegressor,-0.0893858235279204,17
KNeighborsRegressor,-0.094216793735307,17
LinearRegression,-0.0924422823355805,17
MLPRegressor,-0.0930985407505093,17
SVR,-0.0893728525925059,17
AdaBoostRegressor,-0.0867702228661113,18
KNeighborsRegressor,-0.0915902044624272,18
LinearRegression,-0.0924095800110203,18
MLPRegressor,-0.0929781968351776,18
SVR,-0.0907043336662274,18
AdaBoostRegressor,-0.070538827618266,19
KNeighborsRegressor,-0.0769967243425519,19
LinearRegression,-0.0757722018068119,19
MLPRegressor,-0.0981476252461373,19
SVR,-0.074469897690798,19
AdaBoostRegressor,-0.0908471374984026,20
KNeighborsRegressor,-0.095678125824623,20
LinearRegression,-0.0924422823355805,20
MLPRegressor,-0.0929003729686614,20
SVR,-0.0954114371203558,20
AdaBoostRegressor,-0.0908471374984026,21
KNeighborsRegressor,-0.095678125824623,21
LinearRegression,-0.0924422823355805,21
MLPRegressor,-0.0929003729686614,21
SVR,-0.09541143712035588,21
