model,metric_score,feature_index
AdaBoostRegressor,-0.0799762302739718,0
KNeighborsRegressor,-0.0741054509264887,0
LinearRegression,-0.093874789648618,0
MLPRegressor,-0.0948399073892534,0
SVR,-0.0872297066774798,0
AdaBoostRegressor,-0.0806077945412836,1
KNeighborsRegressor,-0.0893215541042678,1
LinearRegression,-0.0958047327620657,1
MLPRegressor,-0.0970121123645497,1
SVR,-0.0975967159024312,1
AdaBoostRegressor,-0.0774397107747709,2
KNeighborsRegressor,-0.0852799503875261,2
LinearRegression,-0.0973949758809604,2
MLPRegressor,-0.09812508638074,2
SVR,-0.0999294321387876,2
AdaBoostRegressor,-0.0878180626948236,3
KNeighborsRegressor,-0.0839498269010167,3
LinearRegression,-0.0954635333377353,3
MLPRegressor,-0.0965739524607553,3
SVR,-0.0910458414897461,3
AdaBoostRegressor,-0.0956285138775811,4
KNeighborsRegressor,-0.1042385017836892,4
LinearRegression,-0.0973949758809604,4
MLPRegressor,-0.0982389996752165,4
SVR,-0.0993127079809724,4
AdaBoostRegressor,-0.0854758599945727,5
KNeighborsRegressor,-0.1018259182978904,5
LinearRegression,-0.0965974253021276,5
MLPRegressor,-0.0977923524156975,5
SVR,-0.097135673257134,5
AdaBoostRegressor,-0.081939138088389,6
KNeighborsRegressor,-0.101049713277296,6
LinearRegression,-0.0960796968891261,6
MLPRegressor,-0.0967806608834431,6
SVR,-0.0996238436614688,6
AdaBoostRegressor,-0.0893141476138918,7
KNeighborsRegressor,-0.1009588966424631,7
LinearRegression,-0.0964719598754012,7
MLPRegressor,-0.0978188910885268,7
SVR,-0.0981098951249784,7
AdaBoostRegressor,-0.0768802644474951,8
KNeighborsRegressor,-0.088058166048726,8
LinearRegression,-0.0846476250729847,8
MLPRegressor,-0.0964578453121853,8
SVR,-0.0825724779388737,8
AdaBoostRegressor,-0.0614748996158088,9
KNeighborsRegressor,-0.0619705447479329,9
LinearRegression,-0.0593391318879716,9
MLPRegressor,-0.0796658041823209,9
SVR,-0.0595002940236243,9
AdaBoostRegressor,-0.0771049405378146,10
KNeighborsRegressor,-0.0883699223456091,10
LinearRegression,-0.0866776168328481,10
MLPRegressor,-0.0937294471183978,10
SVR,-0.0816185745478677,10
AdaBoostRegressor,-0.0557467144849661,11
KNeighborsRegressor,-0.0776576322500881,11
LinearRegression,-0.08010698487637,11
MLPRegressor,-0.0865140473556227,11
SVR,-0.0810753072097021,11
AdaBoostRegressor,-0.0686991102970355,12
KNeighborsRegressor,-0.0754592303811776,12
LinearRegression,-0.0740136568581747,12
MLPRegressor,-0.0752720534721753,12
SVR,-0.0727089472847945,12
AdaBoostRegressor,-0.060018578067111,13
KNeighborsRegressor,-0.0634435895347041,13
LinearRegression,-0.066624717320039,13
MLPRegressor,-0.0814812095139707,13
SVR,-0.0664440451576416,13
AdaBoostRegressor,-0.0767888659207707,14
KNeighborsRegressor,-0.0834678480518678,14
LinearRegression,-0.0758509342117852,14
MLPRegressor,-0.1016915712244554,14
SVR,-0.0749634692418612,14
AdaBoostRegressor,-0.0802048111740638,15
KNeighborsRegressor,-0.0894153891298223,15
LinearRegression,-0.0918304466157159,15
MLPRegressor,-0.0991365647658435,15
SVR,-0.09053030133707,15
AdaBoostRegressor,-0.0806483790390071,16
KNeighborsRegressor,-0.0873752856629568,16
LinearRegression,-0.0771666970201192,16
MLPRegressor,-0.1014996391566263,16
SVR,-0.0753009354354085,16
AdaBoostRegressor,-0.0974070804847729,17
KNeighborsRegressor,-0.1020933547596757,17
LinearRegression,-0.0973949758809604,17
MLPRegressor,-0.0980679789453855,17
SVR,-0.1004268769747871,17
AdaBoostRegressor,-0.0894639880253755,18
KNeighborsRegressor,-0.1049043743422875,18
LinearRegression,-0.0973949758809604,18
MLPRegressor,-0.0979838588282382,18
SVR,-0.1003053953707789,18
AdaBoostRegressor,-0.07664564450464,19
KNeighborsRegressor,-0.0864715881496336,19
LinearRegression,-0.0787583311558591,19
MLPRegressor,-0.1032937712476967,19
SVR,-0.0797075634940887,19
AdaBoostRegressor,-0.0943453305861694,20
KNeighborsRegressor,-0.0996115645149929,20
LinearRegression,-0.0973949758809604,20
MLPRegressor,-0.0978224355654617,20
SVR,-0.0998170621299878,20
AdaBoostRegressor,-0.0943453305861694,21
KNeighborsRegressor,-0.0996115645149929,21
LinearRegression,-0.0973949758809604,21
MLPRegressor,-0.0978224355654617,21
SVR,-0.09981706212998781,21
