model,metric_score,feature_index
AdaBoostClassifier,0.55,0
BaggingClassifier,0.5666666666666667,0
DecisionTreeClassifier,0.55,0
GradientBoostingClassifier,0.4833333333333333,0
KNeighborsClassifier,0.5166666666666667,0
LogisticRegression,0.5333333333333333,0
MLPClassifier,0.6333333333333333,0
NearestCentroid,0.6,0
RandomForestClassifier,0.55,0
SVC,0.6,0
AdaBoostClassifier,0.6166666666666667,1
BaggingClassifier,0.6166666666666667,1
DecisionTreeClassifier,0.6166666666666667,1
GradientBoostingClassifier,0.4333333333333333,1
KNeighborsClassifier,0.4666666666666667,1
LogisticRegression,0.6,1
MLPClassifier,0.5833333333333334,1
NearestCentroid,0.5666666666666667,1
RandomForestClassifier,0.4166666666666667,1
SVC,0.5666666666666667,1
AdaBoostClassifier,0.6833333333333333,2
BaggingClassifier,0.6833333333333333,2
DecisionTreeClassifier,0.6833333333333333,2
GradientBoostingClassifier,0.6833333333333333,2
KNeighborsClassifier,0.6333333333333333,2
LogisticRegression,0.65,2
MLPClassifier,0.7,2
NearestCentroid,0.6166666666666667,2
RandomForestClassifier,0.6833333333333333,2
SVC,0.6833333333333333,2
AdaBoostClassifier,0.6333333333333333,3
BaggingClassifier,0.6333333333333333,3
DecisionTreeClassifier,0.6333333333333333,3
GradientBoostingClassifier,0.5833333333333334,3
KNeighborsClassifier,0.5166666666666667,3
LogisticRegression,0.5833333333333334,3
MLPClassifier,0.7166666666666667,3
NearestCentroid,0.6166666666666667,3
RandomForestClassifier,0.6,3
SVC,0.5833333333333334,3
AdaBoostClassifier,0.6333333333333333,4
BaggingClassifier,0.6333333333333333,4
DecisionTreeClassifier,0.6333333333333333,4
GradientBoostingClassifier,0.6166666666666667,4
KNeighborsClassifier,0.5333333333333333,4
LogisticRegression,0.6333333333333333,4
MLPClassifier,0.6833333333333333,4
NearestCentroid,0.6333333333333333,4
RandomForestClassifier,0.6333333333333333,4
SVC,0.6333333333333333,4
AdaBoostClassifier,0.65,5
BaggingClassifier,0.6666666666666666,5
DecisionTreeClassifier,0.65,5
