model,metric_score,feature_index
AdaBoostRegressor,-0.0737593305072864,0
KNeighborsRegressor,-0.0727631525153537,0
LinearRegression,-0.0902940808156563,0
MLPRegressor,-0.0912843506900373,0
SVR,-0.0843469695956093,0
AdaBoostRegressor,-0.0880264799388152,1
KNeighborsRegressor,-0.0847065710652942,1
LinearRegression,-0.0917324716575893,1
MLPRegressor,-0.0934770778702874,1
SVR,-0.0932141120434142,1
AdaBoostRegressor,-0.0860079730130476,2
KNeighborsRegressor,-0.0965945582158681,2
LinearRegression,-0.0917324716575893,2
MLPRegressor,-0.094631131057635,2
SVR,-0.0971211017413409,2
AdaBoostRegressor,-0.083811174567953,3
KNeighborsRegressor,-0.0917579557194934,3
LinearRegression,-0.0911425665718659,3
MLPRegressor,-0.0906075527149655,3
SVR,-0.0885700473835319,3
AdaBoostRegressor,-0.0921137605454057,4
KNeighborsRegressor,-0.1044434290302054,4
LinearRegression,-0.0917324716575893,4
MLPRegressor,-0.0944040400841586,4
SVR,-0.0966232129407201,4
AdaBoostRegressor,-0.0925737948384033,5
KNeighborsRegressor,-0.1015759710296327,5
LinearRegression,-0.0917324716575893,5
MLPRegressor,-0.0924502924586312,5
SVR,-0.0953091115759186,5
AdaBoostRegressor,-0.0946906865424223,6
KNeighborsRegressor,-0.0984098812426598,6
LinearRegression,-0.0917324716575893,6
MLPRegressor,-0.0927632690056084,6
SVR,-0.0943790033614187,6
AdaBoostRegressor,-0.0833177241997027,7
KNeighborsRegressor,-0.0961908388740872,7
LinearRegression,-0.0917324716575893,7
MLPRegressor,-0.0927641132176979,7
SVR,-0.0938909635833769,7
AdaBoostRegressor,-0.0712441379986099,8
KNeighborsRegressor,-0.0744100385837816,8
LinearRegression,-0.0755137598303026,8
MLPRegressor,-0.0878835895970538,8
SVR,-0.073284624422335,8
AdaBoostRegressor,-0.061787490500313,9
KNeighborsRegressor,-0.0606922984753997,9
LinearRegression,-0.0561800169366597,9
MLPRegressor,-0.0802060949321086,9
SVR,-0.0569795131486071,9
AdaBoostRegressor,-0.0691012646124022,10
KNeighborsRegressor,-0.0727980804745775,10
LinearRegression,-0.070664414597579,10
MLPRegressor,-0.0806201310352301,10
SVR,-0.0673937281140325,10
AdaBoostRegressor,-0.0640545084863381,11
KNeighborsRegressor,-0.0801546094113136,11
LinearRegression,-0.0774428856314537,11
MLPRegressor,-0.0808722218477247,11
SVR,-0.0758998477381049,11
AdaBoostRegressor,-0.062366388442034,12
KNeighborsRegressor,-0.069136852989429,12
LinearRegression,-0.0681799674669871,12
MLPRegressor,-0.0667654160279828,12
SVR,-0.0602190868083513,12
AdaBoostRegressor,-0.0495390278269475,13
KNeighborsRegressor,-0.0561376198129748,13
LinearRegression,-0.0634257229371145,13
MLPRegressor,-0.0701117462003389,13
SVR,-0.0601201785873205,13
AdaBoostRegressor,-0.0770784164761839,14
KNeighborsRegressor,-0.0798173379931371,14
LinearRegression,-0.0695250934018658,14
MLPRegressor,-0.0964160005842679,14
SVR,-0.0679022659641605,14
AdaBoostRegressor,-0.0751214821204301,15
KNeighborsRegressor,-0.0899921990706625,15
LinearRegression,-0.085412684820581,15
MLPRegressor,-0.09415211004236,15
SVR,-0.083295576266689,15
AdaBoostRegressor,-0.0734076365529205,16
KNeighborsRegressor,-0.080470350121083,16
LinearRegression,-0.0717543841873666,16
MLPRegressor,-0.0961227437559569,16
SVR,-0.0700663668177901,16
AdaBoostRegressor,-0.0867927363482402,17
KNeighborsRegressor,-0.098107691674983,17
LinearRegression,-0.0917324716575893,17
MLPRegressor,-0.092389849732891,17
SVR,-0.0914062578619468,17
AdaBoostRegressor,-0.0796158611049399,18
KNeighborsRegressor,-0.0914995977648447,18
LinearRegression,-0.0915847013259747,18
MLPRegressor,-0.0923051976315489,18
SVR,-0.0899352332004616,18
AdaBoostRegressor,-0.0697954238953169,19
KNeighborsRegressor,-0.0765727042519995,19
LinearRegression,-0.0727014410267898,19
MLPRegressor,-0.097846708348484,19
SVR,-0.0726474792034761,19
AdaBoostRegressor,-0.0910848117859424,20
KNeighborsRegressor,-0.0971502013042765,20
LinearRegression,-0.0917324716575893,20
MLPRegressor,-0.0919146833797663,20
SVR,-0.0951396663972136,20
AdaBoostRegressor,-0.0910848117859424,21
KNeighborsRegressor,-0.0971502013042765,21
LinearRegression,-0.0917324716575893,21
MLPRegressor,-0.0919146833797663,21
SVR,-0.09513966639721368,21
