f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,target
0.17734231294576622,0.0971364598716171,0.16219368696701544,0.3,0.24285714285714285,0.0803566480242471,0.07142857142857142,0.0,0.06428571428571428,0.35341901613084825,0.15714285714285714,0.02857142857142857,0.24285714285714285,0.8226530612244898,0.8745341614906832,0.4178452389420988,0.7705886539494228,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7, 0.5, 0.7285714285714285, 0.4714285714285714, 0.7, 0.5, 0.7428571428571429, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.5, 0.7285714285714285, 0.7, 0.7142857142857143, 0.7285714285714285, 0.5, 0.7142857142857143, 0.7142857142857143, 0.2857142857142857, 0.5, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7285714285714285, 0.7142857142857143, 0.7142857142857143, 0.4571428571428571, 0.7142857142857143, 0.7285714285714285, 0.7142857142857143]"
0.22691378871219978,0.12548004811130603,0.13918489207625104,0.34285714285714286,0.2714285714285714,0.1008097464943938,0.08571428571428572,0.05714285714285714,0.1,0.3659782816879207,0.1428571428571429,0.05714285714285714,0.22857142857142856,0.8585714285714285,0.8807453416149068,0.4267963221357737,0.7703528075606041,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7285714285714285, 0.5, 0.7, 0.5571428571428572, 0.7285714285714285, 0.5, 0.6857142857142857, 0.7, 0.6857142857142857, 0.6857142857142857, 0.5428571428571428, 0.7285714285714285, 0.6857142857142857, 0.6857142857142857, 0.7142857142857143, 0.4857142857142857, 0.7, 0.7, 0.3, 0.4857142857142857, 0.7, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.7, 0.4428571428571428, 0.6857142857142857, 0.7, 0.7142857142857143]"
0.1760985970115309,0.0965505020813101,0.16071784324596183,0.2571428571428571,0.22857142857142856,0.09445066154476853,0.08571428571428572,0.07142857142857142,0.05714285714285714,0.34277429171840845,0.0714285714285714,0.04285714285714286,0.22857142857142856,0.8195918367346939,0.8600414078674948,0.36404014421374,0.7610922822048722,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7571428571428571, 0.5, 0.7571428571428571, 0.5, 0.7571428571428571, 0.5, 0.7857142857142857, 0.7571428571428571, 0.7571428571428571, 0.7571428571428571, 0.5571428571428572, 0.7571428571428571, 0.7428571428571429, 0.7571428571428571, 0.7714285714285715, 0.5, 0.7571428571428571, 0.7571428571428571, 0.2428571428571428, 0.4714285714285714, 0.7714285714285715, 0.7571428571428571, 0.7571428571428571, 0.7571428571428571, 0.7571428571428571, 0.7571428571428571, 0.4285714285714285, 0.7571428571428571, 0.7714285714285715, 0.7714285714285715]"
0.22385841183329025,0.1229889253699167,0.15193501197694897,0.3142857142857143,0.24285714285714285,0.12228337168263943,0.11428571428571428,0.02857142857142857,0.06428571428571428,0.36285349619095364,0.1428571428571429,0.07142857142857142,0.2714285714285714,0.8585714285714285,0.8960662525879917,0.47933526790669656,0.772651914553551,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7428571428571429, 0.5, 0.7142857142857143, 0.5, 0.7428571428571429, 0.5, 0.7142857142857143, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.5, 0.7142857142857143, 0.6857142857142857, 0.6857142857142857, 0.7, 0.5, 0.6857142857142857, 0.7, 0.3142857142857143, 0.5, 0.7285714285714285, 0.6857142857142857, 0.6857142857142857, 0.7, 0.6857142857142857, 0.6857142857142857, 0.4714285714285714, 0.6857142857142857, 0.7, 0.7285714285714285]"
0.24113515608960306,0.13549296545443465,0.16733957941716476,0.34285714285714286,0.2857142857142857,0.10045709063187935,0.08571428571428572,0.07142857142857142,0.08571428571428572,0.37631926510605185,0.1428571428571429,0.014285714285714285,0.3,0.8744897959183673,0.9026915113871635,0.4513889285317856,0.7936072797367367,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7, 0.5, 0.6714285714285714, 0.5285714285714286, 0.7, 0.5, 0.7, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.5571428571428572, 0.7142857142857143, 0.6714285714285714, 0.6857142857142857, 0.7, 0.5, 0.6857142857142857, 0.6857142857142857, 0.3142857142857143, 0.5142857142857142, 0.6714285714285714, 0.6857142857142857, 0.6857142857142857, 0.7, 0.6857142857142857, 0.6857142857142857, 0.5142857142857142, 0.6857142857142857, 0.6857142857142857, 0.7]"
0.18187877948269388,0.09601646488601143,0.136297099796339,0.24285714285714285,0.21428571428571427,0.10819318082910272,0.1,0.07142857142857142,0.06428571428571428,0.3402507240767313,0.11428571428571432,0.02857142857142857,0.22857142857142856,0.8236734693877551,0.8629399585921325,0.3845162736914174,0.7826184413037036,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.6857142857142857, 0.5, 0.6714285714285714, 0.4857142857142857, 0.6857142857142857, 0.5, 0.7, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.5285714285714286, 0.6857142857142857, 0.6714285714285714, 0.6857142857142857, 0.7142857142857143, 0.5, 0.6857142857142857, 0.6857142857142857, 0.3142857142857143, 0.5, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.4857142857142857, 0.6857142857142857, 0.6857142857142857, 0.7]"
0.21297397291532796,0.11863715184801803,0.12001475719584191,0.32857142857142857,0.3,0.09930315923849305,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.3563961490993299,0.17142857142857137,0.07142857142857142,0.22857142857142856,0.856938775510204,0.8782608695652174,0.4258894998313396,0.7685445413646279,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7142857142857143, 0.5, 0.6571428571428571, 0.5428571428571428, 0.7142857142857143, 0.5, 0.6714285714285714, 0.6571428571428571, 0.6571428571428571, 0.6571428571428571, 0.5571428571428572, 0.7, 0.6571428571428571, 0.6571428571428571, 0.6714285714285714, 0.5714285714285714, 0.6714285714285714, 0.6714285714285714, 0.3428571428571428, 0.4857142857142857, 0.7142857142857143, 0.6571428571428571, 0.6571428571428571, 0.6571428571428571, 0.6714285714285714, 0.6714285714285714, 0.4428571428571428, 0.6571428571428571, 0.6714285714285714, 0.6857142857142857]"
0.2052568176907921,0.11159782331356942,0.14457822334703901,0.2857142857142857,0.21428571428571427,0.08126566216797632,0.07142857142857142,0.04285714285714286,0.05714285714285714,0.3580609330823512,0.09999999999999998,0.0,0.24285714285714285,0.8524489795918367,0.8824016563146998,0.4015169386365761,0.7600649992424026,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7285714285714285, 0.5, 0.6714285714285714, 0.5714285714285714, 0.7285714285714285, 0.5, 0.7285714285714285, 0.7142857142857143, 0.7142857142857143, 0.7285714285714285, 0.5571428571428572, 0.7285714285714285, 0.7142857142857143, 0.7142857142857143, 0.7428571428571429, 0.5, 0.7285714285714285, 0.7142857142857143, 0.2714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7285714285714285, 0.5428571428571428, 0.7142857142857143, 0.7142857142857143, 0.7428571428571429]"
0.19777446667616053,0.10939930532319664,0.0933386362530539,0.21428571428571427,0.12857142857142856,0.07537952600563316,0.07142857142857142,0.0,0.06428571428571428,0.35685326535528766,0.08571428571428574,0.05714285714285714,0.24285714285714285,0.816734693877551,0.8807453416149068,0.4164923685091755,0.7784484680340037,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7, 0.5, 0.7142857142857143, 0.5, 0.7, 0.5, 0.7428571428571429, 0.7, 0.7, 0.7, 0.5428571428571428, 0.7285714285714285, 0.6857142857142857, 0.7, 0.7571428571428571, 0.5, 0.7142857142857143, 0.7, 0.2857142857142857, 0.4857142857142857, 0.7428571428571429, 0.7, 0.7, 0.7142857142857143, 0.7, 0.7, 0.4571428571428571, 0.7, 0.7142857142857143, 0.7142857142857143]"
0.17122232501955048,0.09189795395197443,0.1209419365243505,0.24285714285714285,0.21428571428571427,0.06960019098293714,0.05714285714285714,0.04285714285714286,0.05714285714285714,0.3445259149195735,0.12857142857142856,0.02857142857142857,0.17142857142857143,0.8161224489795919,0.8745341614906832,0.4130724924002235,0.7656552757663959,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,"[0.7428571428571429, 0.5, 0.7142857142857143, 0.5285714285714286, 0.7428571428571429, 0.5, 0.7428571428571429, 0.6857142857142857, 0.6857142857142857, 0.6857142857142857, 0.5142857142857142, 0.7285714285714285, 0.6857142857142857, 0.6857142857142857, 0.7142857142857143, 0.5, 0.7, 0.6714285714285714, 0.3142857142857143, 0.4714285714285714, 0.7285714285714285, 0.6857142857142857, 0.6857142857142857, 0.6714285714285714, 0.6857142857142857, 0.6857142857142857, 0.4428571428571428, 0.6857142857142857, 0.6857142857142857, 0.7142857142857143]"
