feature_0,feature_1,feature_2,feature_3,target
19.915119981448605,2.0000690328824873,2.3962539436796906,-1.534836090469278,1
21.429419391489475,0.40619207298789395,1.6006564543902597,-0.49353103267269877,1
1.2119938626301041,1.0362191114245742,-0.9795481018745528,-2.0092845587709522,0
20.433268163748252,2.613678198974548,0.7421375467903821,-0.7961489353863571,1
-2.115006785586704,2.322372392818119,-0.07063250259588762,-0.5378453139566476,0
21.43280001115666,0.995697125895577,-0.9214047917604021,2.8622078160868996,1
-1.2274148002927456,2.116152750383728,3.6389940359657182,-0.8454352775427745,0
20.23824658350214,-2.7722523403992954,-0.4931684865114597,-1.7174831809603937,1
21.56417624399826,4.8511480799210345,1.9098184630975272,-4.553181282097417,1
-4.1473821432792155,-3.0594989351253306,-1.5906076939152356,3.556954928160763,0
-0.3495028411581648,0.2220992433770716,0.37424891767496,0.19239816803836632,0
21.30177485967542,1.8406632981055666,2.7636273630958987,0.14557573550250943,1
-0.014840448864054365,-1.6888427100166603,1.0061055177582425,-0.786106199591735,0
3.899120376883156,1.9257026131856196,-1.6883555987098093,1.0281864429532679,0
0.47922718224592253,-4.8061610606879075,-1.6957677622752607,-4.368995271648811,0
17.726950038265915,-0.0647674937910487,-3.3657962419904655,3.107418332114689,1
17.36395012673277,0.9783151859937482,-0.8976598998294543,-0.8515340464424418,1
-0.09817653860253783,-2.5571055622106207,-0.06249567008726087,-3.254494108200775,0
19.788850429533127,1.4270885380888112,-2.563540155069522,-1.5815979698523974,1
-4.084253627216353,1.350783639803557,2.033224556101744,1.3810317190584305,0
17.042519257664626,5.313487224617847,0.7069967192952407,-1.0708047028941035,1
-1.2697599029675417,-2.3886996520000676,-3.150524064664283,1.8862297330121183,0
17.242206661798285,0.6251265411251222,-0.7793710644324211,-2.58979692941185,1
19.768631804512808,-2.0293361414514783,1.6034824552629843,1.152679760396762,1
0.236169755460355,-0.4150604066268844,-1.1999874581072347,-1.6054432885375711,0
19.146333454587985,1.6885968088646517,2.6724732402956657,0.7758557905564583,1
16.501911697166925,-0.19907497441531924,-0.607859991011188,0.9508957941658793,1
22.201131690953993,-2.4925845962277586,1.4174309914790229,-0.8339390301088843,1
20.196897339376243,-0.17315756854836672,-2.5532669008951445,-2.596109441399008,1
22.436671486126144,0.537915654864048,-1.3752364444040874,0.4138760167317256,1
19.531936622345576,-0.23100955799967055,0.31817176998294655,5.370281383061488,1
1.1165582142007595,-2.041166228662015,2.9004271129869568,5.415942153496161,0
20.78214448400338,1.9583533278488108,-2.3969406657342227,-2.593015819123291,1
2.5874642081439627,-2.2792536179303142,-0.2337951678026357,0.4623243877024224,0
16.964363207063442,1.699973285350438,-0.154846430668434,2.5684844497548283,1
23.65374227785632,4.002813515490092,-0.06430885532436285,-2.2907901680469096,1
-0.508265222012627,0.5125446012557785,-2.7111534006122477,-1.8028800319334068,0
22.178443741760905,-0.156720611827721,-0.9569724527671772,4.927538868239335,1
-0.9653028957236598,-0.5050115019280558,1.3297528086778185,0.23507895707966833,0
19.48375568935082,0.9823391076442052,1.8465810746811657,0.1184439078713019,1
-2.17313844169059,-4.105702046485155,3.4833487793279514,1.9683456348735704,0
-1.091191391573833,-1.4028245285927117,-1.9115281630402514,-2.0552792492440073,0
17.91386779355611,2.2529117359203634,-2.09139039621392,-3.3456758340790436,1
2.664732553457389,2.2139560834536285,-0.7920028264230882,-2.4805632460039573,0
-0.995675413062139,3.2172486857960156,0.8056945180282886,-1.2895714520547528,0
18.361494298472692,-0.9574803588448995,-3.2168764865314214,3.123653106470841,1
