feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
-0.3958129902748517,-2.6980002497024413,6.697317149910513,17.58949653646773,-5.673513898817822,-4.1822498078901,-16.688883623022722,3.768993776454394,0
24.047421614141186,-9.604453171892636,-1.7767236333232916,-7.375769172354996,-2.0762886812686343,-3.945110489847668,-4.194059755044558,-6.014274475190254,1
2.2014566021090793,4.45408311217988,0.6073996465383534,-0.8245414111718177,-8.93111404195026,6.347291731809819,0.042438324367829065,-5.9647254737069515,0
-6.423641852552967,7.148256582122033,-2.496307891499066,-6.935690045432773,2.2528694771601385,-0.832349789839056,-16.377096957963513,-8.462808186669076,0
-5.809646800240265,9.210852795015303,11.618506416199594,19.596525221882334,12.623126866006418,2.946949850455079,-13.490211678654605,5.620081312091185,0
-14.4984035690682,3.248494840791798,-3.4047959536014574,8.848409097746806,11.044815043861087,-3.1913494312593564,-5.022925084411739,-7.650229481013769,0
-2.7376272819622973,-5.041185525053329,2.541108881176733,-11.093823119747562,-2.13114994733834,-2.6234662968739912,1.1046726278851413,-5.468430864387125,0
12.645226741884933,-1.7344513522266147,4.062552460263383,5.179027159803677,5.675397367594654,3.2757113351499374,-1.785532981408695,15.172180362166682,1
26.088156299962098,3.581982253777944,4.842387594917559,-2.4447210929949557,-4.229668874726321,-9.074698332920066,8.821228270542655,-2.8407902964514977,1
0.35613023892169415,4.442273408889227,-5.081973501629372,-9.946940005611935,-9.65070238643786,-3.6046586190108703,17.58634120605075,-4.316287698703825,0
-0.9542183459952758,-0.6382412233262936,9.231260183944931,4.5356608998716075,3.267581703146432,7.007481189816506,5.863203505184124,-2.4362018010743687,0
-3.318540625806585,5.993245526000764,7.106015051527667,-6.432349388590888,2.082172372198816,6.220245727986554,-0.6443748544603513,-3.036571313507436,0
-3.795689818047043,3.244636230525238,-6.031816394317328,6.121795898694158,-3.8098097944721085,2.5897624384787497,-3.0445885930402765,7.770861343861941,0
7.379072822537703,8.81395250208239,-0.7067804008693944,12.533296042536957,-4.612942758133064,-1.853230254548869,5.212803843494937,-4.481558938901371,0
35.0403960240765,1.1884258622730501,-6.8590735902664886,-2.1150231097570886,1.0501222177353162,4.708641071821983,6.185557311454767,-1.0189740000527097,1
30.288806532467007,0.11353418213642341,-9.699385357332277,5.066708574283557,-0.04611422030281841,15.643932473188128,1.7430386051484439,14.592856996720759,1
41.93628804409107,1.245143247512339,-9.505962726916302,0.65841309074761,3.1796480584566105,-2.3490201830979043,9.70519239232324,-13.21277812421972,1
6.744615130022507,1.6721616532327164,13.541580468683401,3.44505649260548,-9.005688110384801,-6.724188927962299,6.879617765030464,-2.587890796205426,0
-15.31080327948714,0.9432064284816509,-4.770189522534538,-16.95673742915354,2.9482162628540447,-4.741342520218393,-7.98150096541987,1.992311728677794,0
10.078812602034832,0.7053362577079287,-4.600900739576997,-13.033786320686893,-0.677563467906387,-10.849008812430597,6.9555861727222705,-1.6597333234470069,1
10.666953650559902,-3.078323209013977,-1.7606013172857486,2.022716309700719,-3.4740743526029365,-5.519795643327956,-0.1446968938164207,-0.15246645746757884,0
