feature_0,feature_1,target
16.547838487233953,3.3319986200369582,1
3.642869087832522,5.776556723832506,0
22.238498915791876,-2.0690636416416828,1
-7.076297971639002,-10.212164989395518,0
2.733873333370471,-5.673109406786361,0
20.114436922280618,-0.9575099610559893,1
-4.849548489501631,11.912317047936098,0
15.591291122161323,-13.857770518512464,1
21.502984518943315,4.944373743571018,1
16.842633939129144,5.974712158073747,1
-15.803499225088043,1.547124849231549,0
19.693820015198817,-8.103032663024402,1
-7.362058235483103,-4.628060897575845,0
12.812964800017877,-7.559315352626694,1
7.790858797555949,-0.1352053234575269,0
25.288135965034318,2.525883557437556,1
20.05241598137047,2.69349831528293,1
5.255657805909859,-13.047672011175568,0
-0.3662553749731389,3.888301456582547,0
-10.890066652994316,8.530471265857388,0
-1.9611927802794051,-5.067563990319266,0
22.70155258520342,0.27874121151645853,1
2.9295768907117066,-1.6473368601228324,0
-2.7661134923978805,-5.5677942877345465,0
-4.922410581641336,-12.161748739268267,0
27.896903253435454,-7.592965235436543,1
-13.278498170573615,-6.0546566752591175,0
-6.661553873953894,2.5259924184512794,0
10.263860978248157,11.729279117620088,1
0.048593799502569666,-12.273168107717687,0
-0.38620154425340336,1.9682914844414672,0
-8.283864092766812,4.238121444857059,0
0.3417630330818505,0.6323066420337321,0
30.61765542265644,-3.999667506724515,1
22.679357627134337,-4.5633976700077925,1
3.024750219317042,6.092043512737901,0
30.14540179933002,-3.6968528575866486,1
3.2424528643443558,-12.733657868154589,0
13.672698482702689,19.568274575249184,1
-0.00565318879618062,-4.4697116350211665,0
9.157256528797728,5.4308639879197695,0
14.32689562996125,4.437626979790455,1
33.247342672748914,7.1137435409656575,1
7.410185206447489,10.117362949118544,0
-3.734860486830215,-2.351820397033553,0
-3.3617976893262806,2.1046391491660845,0
-8.333525314119122,1.5391027472196541,0
25.09150534696476,-0.4590717374536627,1
-3.3808671087959543,8.41233457667543,0
35.429106365451204,2.5666660746323333,1
28.372079896002404,-2.907841145411534,1
22.39386109214825,12.822688386149366,1
27.603491227626087,-6.607114617858303,1
12.987517067369375,-3.194058751043411,1
13.625500625104621,4.558414428646799,1
14.556418063724067,5.5778080498513285,1
14.976393966809823,20.305937277471042,1
7.005073670047807,-3.502056552010675,1
-5.2543030207911094,9.214501272982735,0
13.01148584058788,0.6131158338606244,0
-0.40038247417562617,8.617124977839957,0
-1.4904339108699274,-9.880494003836326,0
21.704806528285545,-7.070369894073414,1
-4.9406212275129615,0.17626948302987988,0
-10.277005752859335,-12.005493205813579,0
32.5000457689176,-11.461285709602587,1
-2.737897083626102,1.3519738646332653,0
30.84461263545683,-4.517637732417696,1
2.9834245503690178,1.3694801807389025,0
5.779653953789189,-8.468694862699577,0
19.852475112684097,2.2135548729288894,1
12.448335872851015,2.2363859456285873,1
22.85159069921158,-3.1135219001244634,1
8.103703531415185,0.22234181682262316,0
21.93679303587972,-8.65510594640513,1
4.190519766937469,7.190220532737533,0
8.722980200504011,-11.23441018881016,0
11.162783559229462,0.1302909079391546,0
2.4450365236140263,4.138318674878549,0
26.155367130535442,-2.2286730881765133,1
7.424271792706142,-0.8200652488885253,0
20.268181423225318,-0.4204839113022393,1
2.250224183742148,-2.7123845413577277,1
19.448962184201907,10.340352179617744,1
10.335612964425712,-8.937303245281097,1
-3.5987852475281796,-21.515821706818357,0
-6.6031702702381585,3.931803701352057,0
22.2841248847179,0.014673977341187317,1
3.9298606901236335,-1.3893377517857803,0
14.060355308369516,9.602396354243774,0
23.914575205474208,-14.691399903929335,1
24.013342465694897,2.22940003118126,1
1.9791213900001452,2.1321880018980184,1
35.68639611407454,-5.481479140853214,1
-6.74382585904694,-1.2622502583615494,0
14.567576768537066,-4.1528467476950714,1
0.9304737344751165,-4.319557466329368,0
17.230472986109042,-4.690852489598405,1
20.752575025732277,-8.991750111635952,1
7.042111821411449,9.33196818369534,1
