feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
-1.4753357537996787,0.2366733461739707,-2.9989542016532327,1.1600163618604578,0.8303750443285597,7.3472216999674504,-5.48582245723685,7.348849703574659,-2.7926584298451793,3.7763220077937296,0.45163711476834406,-5.783167661625522,1.7636010610222912,-0.5785581907952051,5.475520045984651,4.186161454330573,0
34.48415320431031,-20.600057371025628,8.43686180230042,2.327847066258876,-1.3899738270865383,1.416790483877052,-0.755593292169332,-0.8119265087333176,4.911770788558436,2.8640893624331434,-0.2896561922885224,-2.496086595211215,4.310213309960752,8.412740918105953,0.39449371977749054,-6.0732115535338504,1
14.750361541675371,1.5536820531815907,-1.4463707491815372,-6.820514914002207,-0.339694095998733,2.56783644110285,-7.205792963601514,-4.044879118976115,0.7982601074891675,-0.22572072613023308,-1.4587501116315793,3.734780557888466,-0.06635772001145447,3.4455956603737015,7.202227730876936,2.4067214773464136,1
22.42259921803367,1.2695018725991976,3.9000926478819316,-0.45895474309271633,-3.9485134719369857,-3.4775150050083843,8.114328378949805,0.6831518472941901,-11.371930231937963,9.48966621922928,10.662847860632649,4.0729487967278155,-6.492193098367349,-5.290294423235504,-1.3940730973671505,0.8344125549928357,1
-0.8478235058548927,7.119066619170431,11.649345793975197,-11.517469112237128,-2.732580125560391,-8.259146172215276,9.659633103035745,10.523806162019472,1.861032671475218,0.6317225891020716,-5.8188718486964115,6.803677940154201,-4.34160213349427,-11.538650547099932,8.342041652652208,3.189601555046848,0
9.132846286329444,10.846812725280191,5.244470961086192,1.721468080001075,10.547936982766933,-7.099908021649757,-3.4753267897191926,1.1074348770002567,9.149659434090346,7.184434935189472,2.7425874552129716,1.8498703297130206,-0.8224540616553417,5.962311007951782,3.4745692609633814,2.421042300311684,3
13.126642589164902,15.663673454146199,22.999755665526354,6.029705966689795,5.220365816367547,7.950910826687393,-6.391965763542045,0.9788234456961995,-9.42042918799521,4.219900967316995,8.637528863792646,-6.495009559093724,-1.7094681535639717,0.19227045274505689,3.845617571348499,-3.3400155675289214,3
25.741112313913515,-15.908937503792917,-1.2357590546963446,2.8461726261891753,3.9460232106437285,11.729618907526277,7.333405138862272,-5.671328692229887,-0.10258255138447209,9.440604118252525,2.5875075875945823,1.788042144201101,12.846546817506015,2.6618500015917372,2.6380793403348584,-5.0525187464743055,1
8.126832445137627,-1.1030104857975276,9.44256333752325,-16.374994179590157,-0.14976164649837337,13.519892032476108,-4.800413182487212,6.766877567554421,-6.071203177814711,4.667176696551714,10.80040907601225,-14.046904423143815,-9.205811517019622,-5.501704904861066,7.8199173877305395,1.1143798656097155,0
10.441438795570075,11.952443904487973,17.550619620918532,3.644451119734311,-9.40935627109155,-5.86937014492543,-12.459178390023427,7.857799288141264,-7.007895759033811,7.729163939129408,-6.475474897187565,-6.76269737515917,5.708568735852961,-5.034380893410333,16.39187346242701,-8.288936473691319,3
20.670578168256505,-0.9211505246492062,3.545986790325781,-0.02510547640855023,-1.670533760079377,2.4565963908472246,4.515384487534585,-0.2675468284270764,14.677614430582732,8.757094447373587,-9.047130387256294,7.568693974265596,11.63875811551947,5.866903641313658,-2.8089120178853504,-4.560856106277852,1
-1.3737624147295318,6.506281848824154,1.533720916229667,7.317967584028333,2.624979819496124,-4.6002468725449335,-0.18710266129881709,-18.897485452853324,-8.170299310300615,0.4835359413078559,-7.049149155387839,4.7865377722887015,3.9505546996325616,-1.1404759432067617,-0.8809446757051194,4.33623356719302,2
31.88893822614203,-0.7614322160100733,10.089366618334402,3.461790685929077,-4.780770526768164,2.0083272421127814,3.1639412380449983,7.417360870678028,0.1622984166306689,2.9079200698422047,-3.0907700665883193,-9.63151041231616,0.09475058034598433,-3.68807208720575,3.631240435821182,13.670238691125574,1
13.410692982925404,14.953602227096042,1.6056026359029159,-13.280302001400784,11.077420662372852,-6.646605407936013,8.195247351508879,-1.634837925266335,-1.3006278644404212,-2.3900782744979354,11.813943189716465,3.5495327354262227,2.333173585641116,9.126209244968802,-15.529096030342263,8.553752532692949,2
6.162017384050304,0.6566590539669015,5.7366259951355225,2.139852097282957,-3.025558386487749,6.4997297085971635,-1.4935771595225185,-2.0489857091729573,7.431268198390664,14.25106431425845,0.6361795441425667,0.8508722286593332,1.5085068418100227,-10.456975381683709,-12.7055607644683,-1.2923376104027113,3
