model,metric_score,feature_index
AdaBoostClassifier,0.1333333333333333,0
BaggingClassifier,0.1166666666666666,0
DecisionTreeClassifier,0.1666666666666666,0
GradientBoostingClassifier,0.1,0
KNeighborsClassifier,0.1666666666666666,0
LogisticRegression,0.15,0
MLPClassifier,0.2,0
NearestCentroid,0.0166666666666666,0
RandomForestClassifier,0.0833333333333333,0
SVC,0.15,0
AdaBoostClassifier,0.1333333333333333,1
BaggingClassifier,0.0833333333333333,1
DecisionTreeClassifier,0.15,1
GradientBoostingClassifier,0.05,1
KNeighborsClassifier,0.1,1
LogisticRegression,0.15,1
MLPClassifier,0.15,1
NearestCentroid,0.0,1
RandomForestClassifier,0.05,1
SVC,0.15,1
AdaBoostClassifier,0.15,2
BaggingClassifier,0.15,2
DecisionTreeClassifier,0.15,2
GradientBoostingClassifier,0.1833333333333333,2
KNeighborsClassifier,0.1166666666666666,2
LogisticRegression,0.15,2
MLPClassifier,0.15,2
NearestCentroid,0.0166666666666666,2
RandomForestClassifier,0.1666666666666666,2
SVC,0.15,2
AdaBoostClassifier,0.1166666666666666,3
BaggingClassifier,0.1166666666666666,3
DecisionTreeClassifier,0.15,3
GradientBoostingClassifier,0.0666666666666666,3
KNeighborsClassifier,0.1,3
LogisticRegression,0.15,3
MLPClassifier,0.1333333333333333,3
NearestCentroid,0.0166666666666666,3
RandomForestClassifier,0.1166666666666666,3
SVC,0.15,3
AdaBoostClassifier,0.15,4
BaggingClassifier,0.1,4
DecisionTreeClassifier,0.15,4
GradientBoostingClassifier,0.1333333333333333,4
KNeighborsClassifier,0.1333333333333333,4
LogisticRegression,0.15,4
MLPClassifier,0.0833333333333333,4
NearestCentroid,0.05,4
RandomForestClassifier,0.0833333333333333,4
SVC,0.15,4
AdaBoostClassifier,0.1166666666666666,5
BaggingClassifier,0.0833333333333333,5
DecisionTreeClassifier,0.0833333333333333,5
GradientBoostingClassifier,0.1166666666666666,5
KNeighborsClassifier,0.1,5
LogisticRegression,0.15,5
MLPClassifier,0.15,5
NearestCentroid,0.0,5
RandomForestClassifier,0.05,5
SVC,0.15,5
AdaBoostClassifier,0.1333333333333333,6
BaggingClassifier,0.0833333333333333,6
DecisionTreeClassifier,0.15,6
GradientBoostingClassifier,0.0833333333333333,6
KNeighborsClassifier,0.1,6
LogisticRegression,0.15,6
MLPClassifier,0.15,6
NearestCentroid,0.0,6
RandomForestClassifier,0.05,6
SVC,0.15,6
AdaBoostClassifier,0.1,7
BaggingClassifier,0.0833333333333333,7
DecisionTreeClassifier,0.0833333333333333,7
GradientBoostingClassifier,0.1166666666666666,7
KNeighborsClassifier,0.1,7
LogisticRegression,0.15,7
MLPClassifier,0.15,7
NearestCentroid,0.0,7
RandomForestClassifier,0.0666666666666666,7
SVC,0.15,7
AdaBoostClassifier,0.15,8
BaggingClassifier,0.05,8
DecisionTreeClassifier,0.1,8
GradientBoostingClassifier,0.0666666666666666,8
KNeighborsClassifier,0.05,8
LogisticRegression,0.15,8
MLPClassifier,0.15,8
NearestCentroid,0.05,8
RandomForestClassifier,0.0666666666666666,8
SVC,0.15,8
AdaBoostClassifier,0.15,9
BaggingClassifier,0.1333333333333333,9
DecisionTreeClassifier,0.2,9
GradientBoostingClassifier,0.0833333333333333,9
KNeighborsClassifier,0.2166666666666666,9
LogisticRegression,0.15,9
