f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,target
0.0923798571313638,0.03890232205585453,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.2509378293764601,0.0,0.0,0.02857142857142857,0.5541496598639456,0.7995859213250518,0.2998965079388132,0.691500179092607,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,33
0.02298135077972352,0.009647694838536698,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.14728590624531843,0.0,0.0,0.002857142857142857,0.5006408163265307,0.6371919068056408,0.14114709463749706,0.5983400231135787,0.002857142857142857,0.0014285714285714286,0.5,0.0,0.0,28
0.019670240033796808,0.008714282473749377,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857144,0.1394718582257407,0.0,0.0,0.028571428571428577,0.5000340136054421,0.7188405797101449,0.19121965884713166,0.6384990156986944,0.028571428571428577,0.014285714285714289,0.5,0.0,0.0,32
0.10888911467197322,0.048546347049600515,0.07821882076029806,0.11476190476190477,0.06571428571428571,0.017452956159418224,0.01523809523809524,0.0035714285714285713,0.011428571428571427,0.27620529376687547,0.019523809523809537,0.006190476190476191,0.034761904761904765,0.7123925170068027,0.7555623680087198,0.23830506089783912,0.674406953728484,0.002857142857142857,0.002857142857142857,1.0,0.0,0.0,33
0.09512796355887382,0.041675469817036605,0.0007538248523068151,0.0047619047619047615,0.0,0.009863140929575546,0.009523809523809525,0.0011904761904761904,0.009523809523809525,0.2568438746961792,0.016666666666666646,0.0047619047619047615,0.05476190476190476,0.594047619047619,0.805175983436853,0.2985264289655341,0.7097291430008724,0.028571428571428577,0.028571428571428577,1.0,0.0,0.0,28
0.019013237455997107,0.008153253259598047,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.13520256760962038,0.0,0.0,0.002857142857142857,0.5003153061224489,0.6607500510933988,0.146455191291345,0.6130162805898473,0.002857142857142857,0.0014285714285714286,0.5,0.0,0.0,28
0.08995820650464968,0.04004872327295014,0.0832630287418332,0.08047619047619048,0.05714285714285714,0.011170276413421438,0.009523809523809523,0.0041666666666666675,0.008333333333333333,0.25379621863789836,0.01976190476190474,0.002857142857142857,0.029523809523809525,0.6672401360544217,0.7466462293071735,0.2320594338945037,0.6728214237744852,0.002857142857142857,0.002857142857142857,1.0,0.0,0.0,32
0.1230743810369384,0.041963589677787703,0.002174519368846887,0.09999999999999999,0.0,0.0,0.0,0.0,0.021428571428571425,0.39332635677964234,0.033333333333333326,0.007142857142857143,0.29523809523809524,0.7436734693877551,0.9670117322291235,0.8193310657596373,0.8740833399027608,0.11428571428571428,0.09999999999999999,0.875,0.0,0.0,0
0.11390906468447089,0.048850809342734884,0.042805397459318745,0.12714285714285714,0.04190476190476191,0.016560705367786515,0.013809523809523808,0.004047619047619047,0.015,0.3986185422680412,0.029523809523809546,0.006904761904761906,0.19095238095238096,0.8809687074829933,0.9795721779412766,0.6696129295059442,0.9109587142964934,0.011428571428571429,0.011428571428571429,1.0,0.0,0.0,0
0.02474818802720728,0.010172934727389261,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.267898370610751,0.0,0.0,0.0047619047619047615,0.5020272108843536,0.9685714285714285,0.6122205747200776,0.8969625005492216,0.011428571428571429,0.01,0.875,0.0,0.0,0
