feature_1,feature_2,target
-0.6179507517575565,-0.26616012742356704,1
0.36866461401468886,-0.504711337178275,1
0.9980493306632178,0.576324507208213,1
0.5528342300876807,-1.0522623055770464,0
0.9888063106251217,-0.5867106057688679,0
-0.7179390971843478,0.7320230504217256,0
0.7196550518296188,0.605676529455106,1
0.5583885477911528,-0.5422934439547662,0
-0.6301553789030674,0.3197004562775852,1
-0.22552991282378215,0.8335940687570753,1
0.8967865017755076,0.5966319624676399,0
0.7900618403220535,0.3856622473282873,1
0.6596331673636083,-0.06512852502530306,1
1.0620076444568203,-0.13930283714310068,1
-0.1958463255469851,-0.7807368116263373,1
-0.4547758192753468,-1.5068635669142987,0
-0.05669010668650725,0.8318775147638133,1
-0.0652533845275226,-1.1202879972299735,0
0.6012507816551087,1.0462076279992791,0
-0.6678251020912206,-0.21588942331455802,1
-0.6609127282504204,0.3045334188506864,1
0.8294637702591385,-0.09627908472126592,1
-0.76385837936304,0.18047873741355114,1
-0.11408473368150665,-0.8549133229365881,1
0.7778700273179697,0.17107499514717706,0
0.9026986866618381,-0.5558524976868076,1
0.3710658047574298,0.6077295673896903,1
-1.0976226361539765,0.8812913725038356,0
0.8555191439648384,-0.07598774683694896,1
0.2860813220252099,-0.8950556452458094,0
0.15154320800837182,-1.5342880610845513,0
0.20073249239776753,1.1652382684810214,0
0.29587935430529116,0.49555717257855153,1
-0.585215411965728,-0.36715104434926293,0
-0.31209657431435534,-0.9843636971054743,0
0.5987203173156532,-0.8205748766434126,1
-0.35183425851921124,0.9012957537766682,0
-0.3840217341824801,-0.5391202385512393,1
0.7384169329442556,-0.4711419806295797,0
-0.11761757899642983,0.8500684938649075,0
0.890395657115743,-0.12662188657856474,1
-0.45683596514529645,-0.5113693461609282,1
-0.23236271156458382,-0.46890731503173966,1
0.3206797580552998,-0.05981882529742391,1
0.7953913331217788,-0.259234025314248,0
1.2404183531583348,0.3141816670360318,0
-1.2036782759213995,0.053267460068361805,0
-1.408475947761188,0.2687018947431908,0
0.6879834922435288,-0.14768909628618798,1
-0.37162695758605163,0.5871184006999062,0
