feature_1,feature_2,target
-0.7394810751589055,-0.6423667309928391,1
0.3499644408910759,0.852567017928807,0
-0.09773284117210876,0.7810628932700027,1
0.10871153140919629,-0.7985311316020186,1
0.7244086590226116,0.389123428944509,1
0.08413904276911793,-0.8872006337125473,1
0.7631067845017626,0.7438029783425029,0
1.053974824449606,0.3512250199752864,0
0.7842328436259008,0.010556960143372637,1
0.6671722269185519,0.8691894898543663,0
0.6819760157646528,0.7370853845697124,0
0.643453842080259,-0.11484768892743202,1
0.20651612352125798,0.9654368972611337,0
-0.8632237445518843,0.29221096584062783,0
-0.332764123106427,-0.9323939236472546,0
0.5409682740770623,-0.23813735141123876,1
-0.09243387912130477,0.9510613397930258,0
0.9583365051825665,-0.16591726486497116,0
0.6694301803359912,0.2344129817176109,1
-0.8083165238589657,0.28887434319262206,1
-0.6778580558346544,0.6667480306442181,0
0.8645014837270069,-0.17502296461384906,0
-0.6838371190349768,0.2780105755297108,1
-0.4941790104982519,-0.5588596185596609,1
-0.7906751174248549,-0.721728692203278,0
-0.004826668483569441,-0.8477830443444732,1
0.15453527417556634,-0.8655874698882934,1
0.9134521122979662,-0.6833777148517608,0
-0.6184325931006017,-0.32769273705956403,1
0.4447409331385814,0.7528460182415474,1
-0.3410756481914097,0.8384538778725762,1
0.34161847554526575,0.5248569655232316,1
-0.36006492966116044,0.5244475046379743,1
0.8519540745953053,-0.1977479426832486,1
0.5844415223037506,0.6687385358066769,1
0.056652330949502866,-0.9984936020490618,0
0.29752705821178604,-0.6486922916686474,1
-0.8831587057609448,0.09314100734157568,1
0.9196563474646419,0.7282855801050183,0
-0.9973251689290075,0.01849071566812871,0
0.1846095064118424,0.8163029492264822,1
-0.7428753785072307,-0.6181800139744543,1
-0.5046779048455751,0.4904464988750302,1
0.8253800718494407,0.6188349322136909,1
0.3623197757946838,-0.46133308007630414,1
-0.47482425206006085,0.4793712742944648,1
-0.2807118138697634,0.756978840395046,1
0.9157862148457607,-0.061496239766811636,1
0.5683128047581911,-0.5974718373644093,0
0.6566517883836614,-0.7001444258167532,1
-0.18456720405991306,0.677320554399394,1
-0.9947894072584554,-0.19341919016693665,0
-0.4591276290063897,0.5096331507020322,1
0.17857675888926705,1.0812777984300987,0
0.8704868415070508,0.4627111676536096,0
-0.697937045296733,-0.4553224644589633,1
0.22138975914253134,0.879483984346487,0
0.203026888750225,-0.5079935569389651,1
-0.8050475100194008,-0.8625885528986674,0
-0.4719516721154552,-0.942432319293804,0
-0.34359265827332497,-0.6693566113738375,1
0.5002893402275219,0.7989184461157646,1
-0.2682890621463829,-0.7014656237012347,1
0.23875454694385956,0.8685934196546568,0
0.8131746470477963,0.047445830650458785,1
0.7739903489194001,0.529378614702729,1
-0.6491886685751258,-0.6826741395273782,0
-1.009236004778496,-0.22860737842675186,0
-0.23449662671345087,0.7026876620471667,1
-0.6368693750854563,-0.4249141050332709,1
-0.6676815962773466,0.8052888429235342,0
-0.5540218343470082,0.7039300590091121,0
0.3755053950041738,0.6677140015122691,1
1.09518137400162,0.3322123312185565,0
-0.7132851370138413,0.3832914283835107,1
0.06575605504452287,0.8519981989905803,0
-0.5850299808149831,-0.6335880897485926,1
-0.4913442955789247,0.7477726944793196,1
-0.17179777244260486,-0.7051783040124981,1
0.662521102561842,0.21854950380417804,1
-0.6556511935148888,0.6873589404787213,0
-0.6749411105712972,-0.07775241597875947,1
0.14212856126623516,1.1327332456947348,0
0.33837895379580696,0.85710072332951,1
0.9047961870083695,-0.6165739183497001,0
-0.7962929498684976,0.0565791918362457,1
0.5825087943725736,-0.7094142016633967,0
0.7615627889169915,-0.025256599743919833,1
0.9509358861540828,-0.20559938057715718,0
0.9863746772030043,-0.07641353903132084,0
-0.08576016948442108,0.9665561495334477,1
0.17568902183109053,0.662634946796538,1
0.840655900014299,-0.48919887096359044,0
-0.7816755743152912,0.7559607175383638,0
-0.5214972069580426,0.5838289661191378,1
-0.6474593746384869,-0.6245941711209195,1
1.185924403899556,-0.1782921903858133,0
0.46499272948852965,0.2823822877835663,1
0.8000848605927758,-0.9368308586929757,0
0.20237079156452575,0.7456747967301944,1
-0.7991633825456325,-0.4623576707280143,0
1.1748558172570533,0.1618591469243667,0
0.825001699802368,0.021493719177733746,0
-0.7220008473453176,0.03354199695732994,1
0.9453050679045549,-0.40764330344440997,0
-0.7036094666409105,0.139298479858549,1
0.9366580822327607,-0.16795464618726852,1
-0.49385587831462985,1.1212506227761292,0
-0.7141081333016492,-0.36100063796447096,1
0.5858256080150411,0.6713007395734901,1
0.9339616382979887,0.45279091028808927,0
-0.9471813623278603,0.26910327538280066,1
-0.9168492165911601,-0.6066505026607808,1
-0.47069557419729935,-0.9759092291456762,0
-0.12363608434593679,1.015801350578589,0
-0.22382061877074436,0.729802577712596,1
0.07739014931112831,1.1488094165675133,0
-0.9500161122027504,0.01150597176185314,1
-0.3492479311179689,-1.131787759171327,0
0.14274387531207333,0.7897129973605206,1
0.21267073726821656,-0.9711403247518344,0
-0.800502870386619,0.31589286779939096,1
-0.17269761845202242,0.9752020209458208,0
0.0364772037330523,0.6959703620554684,1
0.40195301043261944,0.9871150041580569,0
