model,metric_score,feature_index
AdaBoostClassifier,0.6666666666666666,0
BaggingClassifier,0.5833333333333334,0
DecisionTreeClassifier,0.6,0
GradientBoostingClassifier,0.5666666666666667,0
KNeighborsClassifier,0.55,0
LogisticRegression,0.5833333333333334,0
MLPClassifier,0.5833333333333334,0
NearestCentroid,0.5833333333333334,0
RandomForestClassifier,0.5833333333333334,0
SVC,0.5833333333333334,0
AdaBoostClassifier,0.6666666666666666,1
BaggingClassifier,0.65,1
DecisionTreeClassifier,0.7166666666666667,1
GradientBoostingClassifier,0.6666666666666666,1
KNeighborsClassifier,0.6333333333333333,1
LogisticRegression,0.5833333333333334,1
MLPClassifier,0.5833333333333334,1
NearestCentroid,0.6,1
RandomForestClassifier,0.6666666666666666,1
SVC,0.5833333333333334,1
AdaBoostClassifier,0.7,2
BaggingClassifier,0.7,2
DecisionTreeClassifier,0.7,2
GradientBoostingClassifier,0.6333333333333333,2
KNeighborsClassifier,0.6666666666666666,2
LogisticRegression,0.65,2
MLPClassifier,0.5833333333333334,2
NearestCentroid,0.7,2
RandomForestClassifier,0.7,2
SVC,0.7,2
AdaBoostClassifier,0.6333333333333333,3
BaggingClassifier,0.6166666666666667,3
DecisionTreeClassifier,0.5833333333333334,3
GradientBoostingClassifier,0.6166666666666667,3
KNeighborsClassifier,0.65,3
LogisticRegression,0.5833333333333334,3
MLPClassifier,0.5833333333333334,3
NearestCentroid,0.65,3
RandomForestClassifier,0.6166666666666667,3
SVC,0.5833333333333334,3
AdaBoostClassifier,0.6333333333333333,4
BaggingClassifier,0.6333333333333333,4
DecisionTreeClassifier,0.6333333333333333,4
GradientBoostingClassifier,0.6166666666666667,4
KNeighborsClassifier,0.6166666666666667,4
LogisticRegression,0.6333333333333333,4
MLPClassifier,0.5833333333333334,4
NearestCentroid,0.6333333333333333,4
RandomForestClassifier,0.6333333333333333,4
SVC,0.6,4
AdaBoostClassifier,0.6666666666666666,5
BaggingClassifier,0.65,5
DecisionTreeClassifier,0.6666666666666666,5
GradientBoostingClassifier,0.65,5
KNeighborsClassifier,0.5833333333333334,5
LogisticRegression,0.6333333333333333,5
MLPClassifier,0.5833333333333334,5
NearestCentroid,0.6333333333333333,5
RandomForestClassifier,0.65,5
SVC,0.5833333333333334,5
AdaBoostClassifier,0.6666666666666666,6
BaggingClassifier,0.65,6
DecisionTreeClassifier,0.6666666666666666,6
GradientBoostingClassifier,0.6666666666666666,6
KNeighborsClassifier,0.6166666666666667,6
LogisticRegression,0.6333333333333333,6
MLPClassifier,0.5833333333333334,6
NearestCentroid,0.6333333333333333,6
RandomForestClassifier,0.65,6
SVC,0.5833333333333334,6
AdaBoostClassifier,0.6833333333333333,7
BaggingClassifier,0.6666666666666666,7
DecisionTreeClassifier,0.6833333333333333,7
GradientBoostingClassifier,0.6833333333333333,7
KNeighborsClassifier,0.6,7
LogisticRegression,0.5833333333333334,7
MLPClassifier,0.5833333333333334,7
NearestCentroid,0.6166666666666667,7
RandomForestClassifier,0.6666666666666666,7
SVC,0.5833333333333334,7
AdaBoostClassifier,0.6333333333333333,8
BaggingClassifier,0.6166666666666667,8
DecisionTreeClassifier,0.65,8
GradientBoostingClassifier,0.6166666666666667,8
KNeighborsClassifier,0.6,8
LogisticRegression,0.5833333333333334,8
MLPClassifier,0.5833333333333334,8
NearestCentroid,0.5333333333333333,8
RandomForestClassifier,0.6,8
SVC,0.5833333333333334,8
AdaBoostClassifier,0.8166666666666667,9
BaggingClassifier,0.8333333333333334,9
DecisionTreeClassifier,0.85,9
GradientBoostingClassifier,0.8333333333333334,9
KNeighborsClassifier,0.8333333333333334,9
LogisticRegression,0.5833333333333334,9
MLPClassifier,0.5833333333333334,9
NearestCentroid,0.5666666666666667,9
RandomForestClassifier,0.8333333333333334,9
SVC,0.5833333333333334,9
AdaBoostClassifier,0.6,10
BaggingClassifier,0.6,10
DecisionTreeClassifier,0.5833333333333334,10
GradientBoostingClassifier,0.5833333333333334,10
KNeighborsClassifier,0.5666666666666667,10
LogisticRegression,0.5833333333333334,10
MLPClassifier,0.5833333333333334,10
NearestCentroid,0.5166666666666667,10
RandomForestClassifier,0.6166666666666667,10
SVC,0.5833333333333334,10
AdaBoostClassifier,0.55,11
BaggingClassifier,0.5833333333333334,11
DecisionTreeClassifier,0.6333333333333333,11
GradientBoostingClassifier,0.5666666666666667,11
KNeighborsClassifier,0.6166666666666667,11
LogisticRegression,0.5833333333333334,11
MLPClassifier,0.5833333333333334,11
NearestCentroid,0.6,11
RandomForestClassifier,0.3833333333333333,11
SVC,0.5833333333333334,11
AdaBoostClassifier,0.6833333333333333,12
BaggingClassifier,0.7,12
DecisionTreeClassifier,0.6666666666666666,12
GradientBoostingClassifier,0.65,12
KNeighborsClassifier,0.7,12
LogisticRegression,0.6666666666666666,12
MLPClassifier,0.6833333333333333,12
NearestCentroid,0.7,12
RandomForestClassifier,0.7166666666666667,12
SVC,0.7,12
AdaBoostClassifier,0.7333333333333333,13
BaggingClassifier,0.7166666666666667,13
DecisionTreeClassifier,0.7333333333333333,13
GradientBoostingClassifier,0.7333333333333333,13
KNeighborsClassifier,0.7333333333333333,13
LogisticRegression,0.5833333333333334,13
MLPClassifier,0.5833333333333334,13
NearestCentroid,0.4833333333333333,13
RandomForestClassifier,0.7166666666666667,13
SVC,0.5833333333333334,13
AdaBoostClassifier,0.9833333333333332,14
BaggingClassifier,0.9833333333333332,14
DecisionTreeClassifier,0.9833333333333332,14
GradientBoostingClassifier,0.9833333333333332,14
KNeighborsClassifier,0.9833333333333332,14
LogisticRegression,0.95,14
MLPClassifier,0.8,14
NearestCentroid,0.85,14
RandomForestClassifier,0.9833333333333332,14
SVC,0.9833333333333332,14
AdaBoostClassifier,0.9166666666666666,15
BaggingClassifier,0.9166666666666666,15
DecisionTreeClassifier,0.9166666666666666,15
GradientBoostingClassifier,0.8833333333333333,15
KNeighborsClassifier,0.9333333333333332,15
LogisticRegression,0.9333333333333332,15
MLPClassifier,0.6166666666666667,15
NearestCentroid,0.9333333333333332,15
RandomForestClassifier,0.9166666666666666,15
SVC,0.9333333333333332,15
AdaBoostClassifier,0.9166666666666666,16
BaggingClassifier,0.9166666666666666,16
DecisionTreeClassifier,0.9166666666666666,16
GradientBoostingClassifier,0.9166666666666666,16
KNeighborsClassifier,0.9333333333333332,16
LogisticRegression,0.9,16
MLPClassifier,0.95,16
NearestCentroid,0.9,16
RandomForestClassifier,0.9166666666666666,16
SVC,0.9,16
AdaBoostClassifier,0.9833333333333332,17
BaggingClassifier,0.9833333333333332,17
DecisionTreeClassifier,0.9833333333333332,17
GradientBoostingClassifier,0.9833333333333332,17
KNeighborsClassifier,0.9833333333333332,17
LogisticRegression,0.7833333333333333,17
MLPClassifier,0.6833333333333333,17
NearestCentroid,0.6833333333333333,17
RandomForestClassifier,0.9833333333333332,17
SVC,0.7833333333333333,17
AdaBoostClassifier,0.9833333333333332,18
BaggingClassifier,0.9833333333333332,18
DecisionTreeClassifier,0.9833333333333332,18
GradientBoostingClassifier,0.9833333333333332,18
KNeighborsClassifier,0.9833333333333332,18
LogisticRegression,0.7333333333333333,18
MLPClassifier,0.6833333333333333,18
NearestCentroid,0.7333333333333333,18
RandomForestClassifier,0.9833333333333332,18
SVC,0.7833333333333333,18
AdaBoostClassifier,0.8333333333333334,19
BaggingClassifier,0.8333333333333334,19
DecisionTreeClassifier,0.8333333333333334,19
GradientBoostingClassifier,0.8333333333333334,19
KNeighborsClassifier,0.8333333333333334,19
LogisticRegression,0.5833333333333334,19
MLPClassifier,0.5833333333333334,19
NearestCentroid,0.6833333333333333,19
RandomForestClassifier,0.8333333333333334,19
SVC,0.7333333333333333,19
AdaBoostClassifier,0.5833333333333334,20
BaggingClassifier,0.5833333333333334,20
DecisionTreeClassifier,0.5833333333333334,20
GradientBoostingClassifier,0.5833333333333334,20
KNeighborsClassifier,0.5833333333333334,20
LogisticRegression,0.5833333333333334,20
MLPClassifier,0.5833333333333334,20
RandomForestClassifier,0.5833333333333334,20
SVC,0.5833333333333334,20
AdaBoostClassifier,0.5833333333333334,21
BaggingClassifier,0.5833333333333334,21
DecisionTreeClassifier,0.5833333333333334,21
GradientBoostingClassifier,0.5833333333333334,21
KNeighborsClassifier,0.5833333333333334,21
